filename,label,manipulation_type,source_path,extraction_status
8IY5Y35UGW.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\8IY5Y35UGW.jpg,success
10260.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\10260.jpg,success
T3LO9HJDS9.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\valid\fake\T3LO9HJDS9.jpg,success
NVSVN8AEK5.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\NVSVN8AEK5.jpg,success
K4962VF4GQ.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\valid\fake\K4962VF4GQ.jpg,success
WXZ241AREH.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\WXZ241AREH.jpg,success
10610.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\test\real\10610.jpg,success
37837.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\37837.jpg,success
43004.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\43004.jpg,success
60557.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\60557.jpg,success
22953.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\valid\real\22953.jpg,success
17947.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\17947.jpg,success
JZNB23NF8Z.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\valid\fake\JZNB23NF8Z.jpg,success
46649.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\46649.jpg,success
T4VAXU3LC3.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\T4VAXU3LC3.jpg,success
16128.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\test\real\16128.jpg,success
07260.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\07260.jpg,success
18871.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\18871.jpg,success
DZ7JTGJBAA.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\DZ7JTGJBAA.jpg,success
16551.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\test\real\16551.jpg,success
1Q2U5YDIB2.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\test\fake\1Q2U5YDIB2.jpg,success
XJ28HKY5H5.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\XJ28HKY5H5.jpg,success
SEYBLHS3WC.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\SEYBLHS3WC.jpg,success
07079.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\07079.jpg,success
31474.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\valid\real\31474.jpg,success
Z8ND41GEJJ.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\valid\fake\Z8ND41GEJJ.jpg,success
44262.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\valid\real\44262.jpg,success
33656.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\33656.jpg,success
05VC5PYQDY.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\05VC5PYQDY.jpg,success
HVXE7T2LJ8.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\HVXE7T2LJ8.jpg,success
JC88QA623L.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\JC88QA623L.jpg,success
M6MX5J1R6C.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\M6MX5J1R6C.jpg,success
28337.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\28337.jpg,success
46372.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\valid\real\46372.jpg,success
22226.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\22226.jpg,success
15563.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\15563.jpg,success
4UAAY8POVI.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\4UAAY8POVI.jpg,success
49596.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\49596.jpg,success
OY7XPGR9XO.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\OY7XPGR9XO.jpg,success
54676.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\54676.jpg,success
57328.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\57328.jpg,success
12307.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\12307.jpg,success
59544.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\valid\real\59544.jpg,success
GK5LCX2D3S.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\valid\fake\GK5LCX2D3S.jpg,success
17724.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\17724.jpg,success
N09THVX0W3.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\N09THVX0W3.jpg,success
WMRPXVZLLY.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\WMRPXVZLLY.jpg,success
38639.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\test\real\38639.jpg,success
J33TH3HU37.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\J33TH3HU37.jpg,success
VUX4NRLI1L.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\VUX4NRLI1L.jpg,success
57640.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\57640.jpg,success
03502.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\03502.jpg,success
JWTMYJEZW8.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\test\fake\JWTMYJEZW8.jpg,success
PVVD259A45.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\PVVD259A45.jpg,success
ZAWPZMRFFA.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\ZAWPZMRFFA.jpg,success
HK58L1TGRV.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\HK58L1TGRV.jpg,success
09510.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\09510.jpg,success
EDJLIYIT2F.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\EDJLIYIT2F.jpg,success
57433.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\57433.jpg,success
VC98F048VI.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\valid\fake\VC98F048VI.jpg,success
XHWVM1YUC4.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\XHWVM1YUC4.jpg,success
25598.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\25598.jpg,success
66315.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\66315.jpg,success
FG6XJ5WP4H.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\FG6XJ5WP4H.jpg,success
64190.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\valid\real\64190.jpg,success
34353.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\34353.jpg,success
52720.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\52720.jpg,success
5UKIFHVGNG.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\5UKIFHVGNG.jpg,success
F5MQYXXWUU.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\test\fake\F5MQYXXWUU.jpg,success
C1GVBY9SMY.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\valid\fake\C1GVBY9SMY.jpg,success
AXX3EG59TS.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\AXX3EG59TS.jpg,success
W6Y0VFLO0F.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\W6Y0VFLO0F.jpg,success
D5DE2EN89U.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\test\fake\D5DE2EN89U.jpg,success
AJDPD40DA4.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\test\fake\AJDPD40DA4.jpg,success
306VA9TV3A.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\valid\fake\306VA9TV3A.jpg,success
32760.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\32760.jpg,success
WJZ5GCAG0K.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\WJZ5GCAG0K.jpg,success
69485.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\69485.jpg,success
QLX82ZIB0A.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\QLX82ZIB0A.jpg,success
FV7PN35G76.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\FV7PN35G76.jpg,success
YD3P8XLW8M.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\valid\fake\YD3P8XLW8M.jpg,success
25625.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\25625.jpg,success
51623.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\51623.jpg,success
W65FEPYQXE.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\W65FEPYQXE.jpg,success
TWXRK5OAQJ.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\TWXRK5OAQJ.jpg,success
09BGKVMNHS.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\09BGKVMNHS.jpg,success
NBF4JEFW8A.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\test\fake\NBF4JEFW8A.jpg,success
45329.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\45329.jpg,success
3T0KP3REGW.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\test\fake\3T0KP3REGW.jpg,success
SQEY24F5J2.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\SQEY24F5J2.jpg,success
47107.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\valid\real\47107.jpg,success
15583.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\15583.jpg,success
VQU1590UUT.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\VQU1590UUT.jpg,success
63220.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\valid\real\63220.jpg,success
GSD3ODACVN.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\valid\fake\GSD3ODACVN.jpg,success
I3RVLX6PNL.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\I3RVLX6PNL.jpg,success
30933.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\30933.jpg,success
51962.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\51962.jpg,success
07647.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\07647.jpg,success
LKUWXIM0LV.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\LKUWXIM0LV.jpg,success
ZVS3RSO6FF.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\ZVS3RSO6FF.jpg,success
36980.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\valid\real\36980.jpg,success
65737.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\65737.jpg,success
I25UQZP8JL.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\I25UQZP8JL.jpg,success
48041.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\48041.jpg,success
47512.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\47512.jpg,success
QIP6RZ2YSZ.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\QIP6RZ2YSZ.jpg,success
18960.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\18960.jpg,success
9CKKIX6ZG4.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\9CKKIX6ZG4.jpg,success
V6TNDDG62W.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\V6TNDDG62W.jpg,success
9ULY5P1F22.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\9ULY5P1F22.jpg,success
FR4AHU6Q1L.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\FR4AHU6Q1L.jpg,success
48510.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\48510.jpg,success
67615.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\valid\real\67615.jpg,success
S163506CYS.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\S163506CYS.jpg,success
YJFK8UK39L.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\YJFK8UK39L.jpg,success
55191.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\55191.jpg,success
04050.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\test\real\04050.jpg,success
18416.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\18416.jpg,success
3YCL1ACKK4.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\3YCL1ACKK4.jpg,success
KGDMWKWEZ5.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\valid\fake\KGDMWKWEZ5.jpg,success
C07QIW0M5B.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\C07QIW0M5B.jpg,success
16755.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\valid\real\16755.jpg,success
25162.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\25162.jpg,success
09244.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\09244.jpg,success
JSNJIJ4AY9.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\JSNJIJ4AY9.jpg,success
50938.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\50938.jpg,success
20289.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\20289.jpg,success
68707.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\68707.jpg,success
23932.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\23932.jpg,success
01137.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\test\real\01137.jpg,success
VZ3P9FPHO6.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\VZ3P9FPHO6.jpg,success
42494.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\valid\real\42494.jpg,success
10676.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\valid\real\10676.jpg,success
VJWPDMANPN.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\VJWPDMANPN.jpg,success
22791.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\22791.jpg,success
34CCOXOILQ.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\34CCOXOILQ.jpg,success
LBKJ7PXY48.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\LBKJ7PXY48.jpg,success
35765.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\35765.jpg,success
20388.jpg,real,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\real\20388.jpg,success
E4HSTMV8NS.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\E4HSTMV8NS.jpg,success
8ZR3DNWS6F.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\8ZR3DNWS6F.jpg,success
DX5CHUM0SI.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\DX5CHUM0SI.jpg,success
KNPYXJ9FCQ.jpg,fake,N/A,data\raw_samples\real_vs_fake\real-vs-fake\test\fake\KNPYXJ9FCQ.jpg,success
