filename,label,manipulation_type,source_path,extraction_status
N09THVX0W3.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\N09THVX0W3.jpg,success
9R3X9HSKTT.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\9R3X9HSKTT.jpg,success
9CKKIX6ZG4.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\9CKKIX6ZG4.jpg,success
1MY4GG71RO.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\1MY4GG71RO.jpg,success
LJCQCXT8AJ.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\LJCQCXT8AJ.jpg,success
H21DAL60LP.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\H21DAL60LP.jpg,success
4GJU3FZWJ4.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\test\fake\4GJU3FZWJ4.jpg,success
JZNB23NF8Z.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\valid\fake\JZNB23NF8Z.jpg,success
PVVD259A45.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\PVVD259A45.jpg,success
H62WH3FRRI.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\test\fake\H62WH3FRRI.jpg,success
J33TH3HU37.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\J33TH3HU37.jpg,success
18097.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\18097.jpg,success
22411.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\test\real\22411.jpg,success
60557.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\60557.jpg,success
68962.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\68962.jpg,success
Z6TVQAPSB6.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\Z6TVQAPSB6.jpg,success
27787.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\test\real\27787.jpg,success
18441.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\18441.jpg,success
7ZAC0W4MJE.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\7ZAC0W4MJE.jpg,success
6PP27YDRNG.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\6PP27YDRNG.jpg,success
RIB6RI45KE.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\RIB6RI45KE.jpg,success
24192.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\valid\real\24192.jpg,success
1SZK41F6UW.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\test\fake\1SZK41F6UW.jpg,success
0GT76W1SNG.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\test\fake\0GT76W1SNG.jpg,success
FCQPYH4R0Z.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\test\fake\FCQPYH4R0Z.jpg,success
5TFR4VQH8L.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\5TFR4VQH8L.jpg,success
MDIOIMBSUN.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\test\fake\MDIOIMBSUN.jpg,success
7XRDY96QHN.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\7XRDY96QHN.jpg,success
63220.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\valid\real\63220.jpg,success
58035.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\test\real\58035.jpg,success
13104.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\valid\real\13104.jpg,success
36625.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\36625.jpg,success
55766.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\55766.jpg,success
11394.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\11394.jpg,success
28040.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\28040.jpg,success
24379.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\24379.jpg,success
20388.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\20388.jpg,success
MMK0KV5HYK.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\valid\fake\MMK0KV5HYK.jpg,success
K334CGF35H.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\K334CGF35H.jpg,success
RC548LQ0DM.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\valid\fake\RC548LQ0DM.jpg,success
6KKXPWY0VG.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\6KKXPWY0VG.jpg,success
35761.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\35761.jpg,success
31787.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\31787.jpg,success
01888.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\01888.jpg,success
07170.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\07170.jpg,success
XU20DZLZAE.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\XU20DZLZAE.jpg,success
XUMHTYBZL2.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\test\fake\XUMHTYBZL2.jpg,success
A7C7PJJ8TX.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\A7C7PJJ8TX.jpg,success
RR2HLHPQ3S.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\RR2HLHPQ3S.jpg,success
UUVLZFDG0S.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\UUVLZFDG0S.jpg,success
57144.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\57144.jpg,success
17640.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\valid\real\17640.jpg,success
IRY0EIM4X3.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\IRY0EIM4X3.jpg,success
55420.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\55420.jpg,success
32894.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\test\real\32894.jpg,success
JUU212B1QN.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\test\fake\JUU212B1QN.jpg,success
2XTFRST3DD.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\test\fake\2XTFRST3DD.jpg,success
A5SC4CJO39.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\A5SC4CJO39.jpg,success
ZADO7A2E2B.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\ZADO7A2E2B.jpg,success
NDOIX0QP1T.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\test\fake\NDOIX0QP1T.jpg,success
28697.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\28697.jpg,success
60088.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\60088.jpg,success
56473.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\valid\real\56473.jpg,success
23932.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\23932.jpg,success
64860.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\64860.jpg,success
3YCL1ACKK4.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\3YCL1ACKK4.jpg,success
67688.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\67688.jpg,success
16853.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\test\real\16853.jpg,success
R9LL1K0GBA.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\R9LL1K0GBA.jpg,success
28085.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\28085.jpg,success
D30FNYY8TQ.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\D30FNYY8TQ.jpg,success
NTFCSMVR4H.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\test\fake\NTFCSMVR4H.jpg,success
55630.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\55630.jpg,success
27152.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\27152.jpg,success
05307.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\valid\real\05307.jpg,success
T01G5FTTN2.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\T01G5FTTN2.jpg,success
38165.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\test\real\38165.jpg,success
16255.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\16255.jpg,success
61737.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\valid\real\61737.jpg,success
YYCLS0GFX9.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\YYCLS0GFX9.jpg,success
68351.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\68351.jpg,success
DWXYBLUFFU.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\test\fake\DWXYBLUFFU.jpg,success
18871.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\18871.jpg,success
HPTRKF66GB.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\HPTRKF66GB.jpg,success
28337.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\28337.jpg,success
9EIGK3HXUJ.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\9EIGK3HXUJ.jpg,success
FM92S5ZNM7.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\FM92S5ZNM7.jpg,success
JO9N6R4AVJ.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\JO9N6R4AVJ.jpg,success
61111.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\test\real\61111.jpg,success
3ZDWTT403U.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\3ZDWTT403U.jpg,success
WQ4B0ZHCXI.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\WQ4B0ZHCXI.jpg,success
BXK6C3W6SJ.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\BXK6C3W6SJ.jpg,success
40293.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\40293.jpg,success
NVXO4I7MZP.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\NVXO4I7MZP.jpg,success
45920.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\valid\real\45920.jpg,success
6UZFJLD57T.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\6UZFJLD57T.jpg,success
47154.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\47154.jpg,success
V4V6TCHMVR.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\V4V6TCHMVR.jpg,success
LWO06ULZJ6.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\LWO06ULZJ6.jpg,success
V8SUDOIJ5F.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\V8SUDOIJ5F.jpg,success
11474.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\11474.jpg,success
22086.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\22086.jpg,success
07080.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\07080.jpg,success
57BVVKBUYT.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\57BVVKBUYT.jpg,success
2O3G9M97BK.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\2O3G9M97BK.jpg,success
UNVESCL0SR.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\UNVESCL0SR.jpg,success
PN7PLETV5Y.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\PN7PLETV5Y.jpg,success
04793.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\04793.jpg,success
63941.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\63941.jpg,success
OD1FWL9IZM.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\valid\fake\OD1FWL9IZM.jpg,success
64190.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\valid\real\64190.jpg,success
18960.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\18960.jpg,success
33443.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\valid\real\33443.jpg,success
26123.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\26123.jpg,success
65683.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\65683.jpg,success
32077.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\32077.jpg,success
37087.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\37087.jpg,success
IGNNXKTE2G.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\test\fake\IGNNXKTE2G.jpg,success
11127.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\valid\real\11127.jpg,success
42444.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\42444.jpg,success
27877.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\27877.jpg,success
31291.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\31291.jpg,success
4IHUWS81OM.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\4IHUWS81OM.jpg,success
60198.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\valid\real\60198.jpg,success
IUTFXOT2E1.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\IUTFXOT2E1.jpg,success
EDQ4DWZCG5.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\EDQ4DWZCG5.jpg,success
MYZXZVBU5P.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\test\fake\MYZXZVBU5P.jpg,success
BKX3BV13HZ.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\BKX3BV13HZ.jpg,success
56144.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\56144.jpg,success
MG2K0Y6FEQ.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\valid\fake\MG2K0Y6FEQ.jpg,success
1B9RJWIO3K.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\1B9RJWIO3K.jpg,success
09396.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\09396.jpg,success
MMXQ26J4MK.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\valid\fake\MMXQ26J4MK.jpg,success
02973.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\valid\real\02973.jpg,success
43869.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\43869.jpg,success
QS8VDV458D.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\QS8VDV458D.jpg,success
30217.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\30217.jpg,success
Z4IHMUV4BV.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\Z4IHMUV4BV.jpg,success
00829.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\00829.jpg,success
HRILRZUKAG.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\HRILRZUKAG.jpg,success
BCKSJ8U4VZ.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\BCKSJ8U4VZ.jpg,success
054GR4BDNR.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\054GR4BDNR.jpg,success
07298.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\07298.jpg,success
2RJ23ANSLX.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\test\fake\2RJ23ANSLX.jpg,success
53201.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\test\real\53201.jpg,success
31843.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\31843.jpg,success
WAT10RYIJC.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\test\fake\WAT10RYIJC.jpg,success
21216.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\21216.jpg,success
H3VH6KREU6.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\H3VH6KREU6.jpg,success
OUTA3YYQ5F.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\test\fake\OUTA3YYQ5F.jpg,success
60463.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\60463.jpg,success
48573.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\48573.jpg,success
N6NM52A1T0.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\N6NM52A1T0.jpg,success
42535.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\42535.jpg,success
V6TNDDG62W.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\V6TNDDG62W.jpg,success
HKFWPY3349.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\HKFWPY3349.jpg,success
JV2JT66YVL.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\test\fake\JV2JT66YVL.jpg,success
33686.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\33686.jpg,success
PVURLRX6TJ.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\PVURLRX6TJ.jpg,success
TIWE1OITZ0.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\TIWE1OITZ0.jpg,success
SDHNHRJO4A.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\SDHNHRJO4A.jpg,success
5PGB9GL760.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\5PGB9GL760.jpg,success
QBCX82R5JL.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\QBCX82R5JL.jpg,success
55481.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\55481.jpg,success
38372.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\38372.jpg,success
11079.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\11079.jpg,success
16435.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\test\real\16435.jpg,success
5H6TB5L1DI.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\valid\fake\5H6TB5L1DI.jpg,success
B34MH7QC4J.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\B34MH7QC4J.jpg,success
RMH834J1RJ.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\RMH834J1RJ.jpg,success
44403.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\valid\real\44403.jpg,success
0C1ILMRZGO.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\valid\fake\0C1ILMRZGO.jpg,success
04470.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\valid\real\04470.jpg,success
Q2PTYLR7JH.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\Q2PTYLR7JH.jpg,success
31908.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\valid\real\31908.jpg,success
5945UPP56N.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\valid\fake\5945UPP56N.jpg,success
7U7B16WT42.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\7U7B16WT42.jpg,success
40375.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\40375.jpg,success
00578.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\00578.jpg,success
OEWBD4375Z.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\OEWBD4375Z.jpg,success
46720.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\46720.jpg,success
34675.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\34675.jpg,success
26582.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\26582.jpg,success
55678.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\55678.jpg,success
00890.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\00890.jpg,success
02226.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\test\real\02226.jpg,success
62770.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\62770.jpg,success
5RRPDZA8KG.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\5RRPDZA8KG.jpg,success
33655.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\33655.jpg,success
XWF154WB27.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\test\fake\XWF154WB27.jpg,success
33780.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\33780.jpg,success
ZLHZLGQYWZ.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\valid\fake\ZLHZLGQYWZ.jpg,success
31394.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\31394.jpg,success
48811.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\48811.jpg,success
9NGDP2OLVD.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\9NGDP2OLVD.jpg,success
44033.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\44033.jpg,success
65473.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\65473.jpg,success
U6WSWA043Z.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\U6WSWA043Z.jpg,success
EREJQQRYM6.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\EREJQQRYM6.jpg,success
AGWJ3D3RQO.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\valid\fake\AGWJ3D3RQO.jpg,success
15192.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\15192.jpg,success
68218.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\68218.jpg,success
UG7HRWWLDO.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\UG7HRWWLDO.jpg,success
DV2BMEIY2I.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\DV2BMEIY2I.jpg,success
M1NUXQ4FXH.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\M1NUXQ4FXH.jpg,success
05118.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\05118.jpg,success
21730.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\test\real\21730.jpg,success
PNH3NYSFB6.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\PNH3NYSFB6.jpg,success
21395.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\21395.jpg,success
GSD3ODACVN.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\valid\fake\GSD3ODACVN.jpg,success
AU9TDTXZE8.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\test\fake\AU9TDTXZE8.jpg,success
33116.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\33116.jpg,success
28058.jpg,real,,data\raw_samples\real_vs_fake\real-vs-fake\train\real\28058.jpg,success
YKCA4TRJ66.jpg,fake,,data\raw_samples\real_vs_fake\real-vs-fake\train\fake\YKCA4TRJ66.jpg,success
